sentence,ic,ner
be trai 11 kg,inform,B-inform#gender I-inform#gender B-inform#weight I-inform#weight
b ơi bé gái b gửi cho mình váy áo đi b,inform,O O B-inform#gender I-inform#gender O O O O B-inform#object_type B-inform#object_type O O
"bé trai set gile , sơ mi",inform,B-inform#gender I-inform#gender B-inform#object_type I-inform#object_type O B-inform#object_type I-inform#object_type
11 và 12 cân,inform,B-inform#weight I-inform#weight I-inform#weight I-inform#weight
bé nhà em cao 130 nặng 29kg ạ,inform,O O O O B-inform#height O B-inform#weight O
bộ hồng,inform,O B-inform#color
bé 6tuoi . 30kg ạ,inform,O B-inform#age O B-inform#weight O
bé gái,inform,B-inform#gender I-inform#gender
bé nha c 6 tuổi,inform,O O O B-inform#age I-inform#age
18kg,inform,B-inform#weight
"bé cao 1m50 , nặng 35 kg shop nhé",inform,O O B-inform#height O O B-inform#weight I-inform#weight O O
bé cao 1.3m nặng 33 kg,inform,O O B-inform#height O B-inform#weight I-inform#weight
bé 1m4 nặng 40kg,inform,O B-inform#height O B-inform#weight
bé trai ah,inform,B-inform#gender I-inform#gender O
be trai e nhe,inform,B-inform#gender I-inform#gender O O
12kg,inform,B-inform#weight
"bé nhà mình 9t nhưng cao 1,4m nặng 41kg :(",inform,O O O B-inform#age O O B-inform#height O B-inform#weight O
bé cao 1m25 nặng 27kg,inform,O O B-inform#height O B-inform#weight
18kg cao 1.1cm,inform,B-inform#weight O B-inform#height
"bé có 68cm 8,5kg thôi ý",inform,O O B-inform#height B-inform#weight O O
mẫu áo dài nam bên mình hiện tại có những mẫu nào em ơi,inform,O B-inform#object_type I-inform#object_type B-inform#gender O O O O O O O O O O
"dạ bé cao 1m6 , nặng 55 kg shop",inform,O O O B-inform#height O O B-inform#weight I-inform#weight O
cao 1m50 nặng năg 50kg,inform,O B-inform#height O O B-inform#weight
c lấy 1 cái size 3,inform,O O O O O O
bé khoảng 17kg cao 110cm,inform,O O B-inform#weight O B-inform#height
nặng 14kg,inform,O B-inform#weight
bé cao 88cm nặng 12kg,inform,O O B-inform#height O B-inform#age
c chỉ biết 13 tuổi cao 1m47,inform,O O O B-inform#age I-inform#age O B-inform#height
"bé trai 23kg , cao 1m1",inform,B-inform#gender I-inform#gender B-inform#weight O O B-inform#height
size 7 tuổi,inform,O B-inform#age I-inform#age
bé nhà mình cao 1m20,inform,O O O O B-inform#height
cao 108 cm,inform,O B-inform#height I-inform#height
bạn nhà mình 26kg và 1 bạn 31kg cao 1m23,inform,O O O B-inform#weight O O O B-inform#weight O B-inform#height
bé gái bạn ah,inform,B-inform#gender I-inform#gender O O
"mình muốn mua [chân váy]{""entity"": ""inform#object_type"", ""value"": ""chan_vay""} này sz 9 tuổi",inform,O O O O O O O O B-inform#mention O B-inform#age I-inform#age
bé 32kg con gái,inform,O B-inform#weight B-inform#gender I-inform#gender
bé gái 9 tháng,inform,B-inform#gender I-inform#gender B-inform#age I-inform#age
cháu nặng 18kg,inform,O O B-inform#weight
cho bé 2 tuổi k nhỉ,inform,O O B-inform#age I-inform#age O O
bé nhà chị 36kg cao gần 1m4,inform,O O O B-inform#weight O O B-inform#height
"35 ký cao gần 1,4m",inform,B-inform#weight I-inform#weight O O B-inform#weight
1m20 nặng 18kg 5 tuổi,inform,B-inform#height O B-inform#weight B-inform#age I-inform#age
anh muốn mua ít khẩu trang,inform,O O O O O O
bé nhà mình cao 88cm . nặng 16kg,inform,O O O O B-inform#height O O B-inform#weight
"và 1 [bộ]{""entity"": ""inform#object_type"", ""value"": ""bo""} này cũng size 18m",inform,O O O O O O B-inform#mention O O B-inform#height
có những mẫu nào của bé trai 18kg,inform,O O O O O B-inform#gender I-inform#gender B-inform#weight
bé lớn cao 1m55 nặng 35kg,inform,O O O B-inform#height O B-inform#weight
7t 19kg ah,inform,B-inform#age B-inform#weight O
"1 set váy bí ngô này cho bé 8 tuổi , 26kg , cao 120cm",inform,O O B-inform#object_type O O B-inform#mention O O B-inform#age I-inform#age O B-inform#weight O O B-inform#height
"cho m hỏi [bộ]{""entity"": ""inform#object_type"", ""value"": ""bo""} này cho bê 12-13kg",inform,O O O O O O O B-inform#mention O O B-inform#weight
1m30 và 35kg,inform,B-inform#age O B-inform#weight
ib mình mấy mẫu này bé 4 tuổi 16kg,inform,O O O B-inform#mention I-inform#mention O B-inform#age I-inform#age B-inform#weight
cao gần 1m1,inform,O O B-inform#height
"gửi dùm mấy mẫu [váy]{""entity"": ""inform#object_type"", ""value"": ""vay""} ạ",inform,O O O O O O O O O
nặng 20kg ad,inform,O B-inform#weight O
cho bé gái,inform,O B-inform#gender I-inform#gender
bé 1m10 nặng 20kg,inform,O B-inform#height O B-inform#weight
"size 2 tuổi nặng 12kg , cao 80cm",inform,O B-inform#age I-inform#age O B-inform#weight O O B-inform#height
gửi giúp chị các mẫu bộ bé gái size 8 nhé,inform,O O O O O O B-inform#gender I-inform#gender O O O
be trai cao 1m40 nang 47 kg,inform,B-inform#gender I-inform#gender O B-inform#height O B-inform#weight I-inform#weight
32kg b ạ,inform,B-inform#weight O O
cho bé 13kg ạ,inform,O O B-inform#weight O
mình muốn mua đồ cho 1 bé trai 34 kg,inform,O O O O O O B-inform#gender I-inform#gender B-inform#weight I-inform#weight
"chị có 2 bạn: 1 bạn cao 130cm năng 22kg , 1 bạn cao 156cm nặng chắc tầm 48kg",inform,O O O O O O O B-inform#height O B-inform#weight O O O O B-inform#height O O O B-inform#weight
con nhà chị 35kg nhé,inform,O O O B-inform#weight O
bé cao 1m2 nặng 32kg,inform,O O B-inform#height O B-inform#weight
cao 93cm a,inform,O B-inform#height O
set cho bé 10 tuổi,inform,O O O B-inform#age I-inform#age
6 tuổi 30kg cao tầm 120cm b nhé,inform,B-inform#age I-inform#age B-inform#weight O O B-inform#height O O
"mình muốn mua [váy]{""entity"": ""inform#object_type"", ""value"": ""vay""} tặng sinh nhật bé gái 1 tuôit",inform,O O O O O O O O O O B-inform#gender I-inform#gender B-inform#age I-inform#age
ib t bộ côtn bé trai cao 120 nặng 26-27 ạ,inform,O O O O B-inform#gender I-inform#gender O B-inform#height O B-inform#weight O
cháu nặng 35kg mà 8t . cháu béo bụng.,inform,O O B-inform#weight O B-inform#age O O O O
be nha e 15kg,inform,O O O B-inform#weight
mẫu này cho bé 17kg có k,inform,B-inform#mention I-inform#mention O O B-inform#weight O O
bé 30 đến 35 kg cao 1m2,inform,O B-inform#weight I-inform#weight I-inform#weight I-inform#weight O B-inform#height
nặng 15kg,inform,O B-inform#weight
bé nặng 16kg cao 95cm shop ơi,inform,O O B-inform#weight O B-inform#height O O
cao 147cm nặng 43kg,inform,O B-inform#height O B-inform#weight
bé trai ạ,inform,B-inform#gender I-inform#gender O
15kg b ơi,inform,B-inform#weight O O
sz cho bé 1 tuổi 9kg,inform,O O O B-inform#age I-inform#age B-inform#weight
1m36 nặng 30 kg bạn à,inform,B-inform#height O B-inform#weight I-inform#weight O O
22kg ạ,inform,B-inform#weight O
3y nặng 18kg,inform,B-inform#age O B-inform#weight
"và [chân váy]{""entity"": ""inform#object_type"", ""value"": ""chan_vay""} bò",inform,O O O O O O B-inform#material
tầm gần 1m,inform,O O B-inform#height
à 8th gần 8kg,inform,O B-inform#age O B-inform#weight
size 3-4 tuổi,inform,O B-inform#age I-inform#age
con chị 1m25 nặng 36 kg,inform,O O B-inform#height O B-inform#weight I-inform#weight
con nhà mình chuẩn cân là 38kg,inform,O O O O O O B-inform#weight
bé gái 18kg,inform,B-inform#gender I-inform#gender B-inform#weight
size bé 30 kg,inform,O O B-inform#weight I-inform#weight
bộ này của bé trai,inform,B-inform#object_type B-inform#mention O B-inform#gender I-inform#gender
cao 1m3,inform,O B-inform#height
bé 3 tuổi,inform,O B-inform#age I-inform#age
bé cao 1m1 nặng 19kg,inform,O O B-inform#height O B-inform#weight
"tôi muốn mua [giày]{""entity"": ""inform#object_type"", ""value"": ""giay""}",inform,O O O O O O O
bé 27kg,inform,O B-inform#weight
1 bộ màu cam size 18m,inform,O O B-inform#color I-inform#color O B-inform#age
set nà còn size 25kg ko?,ask_availability#size,B-inform#object_type O O O B-inform#weight O
còn size cho bé 18 tháng 12kg ko?,ask_availability#size,O O O O B-inform#age I-inform#age B-inform#weight O
"em ơi, mẫu này bên e còn size cho bé 12 tuổi và bé 6 tuổi ko",ask_availability#size,O O B-inform#mention I-inform#mention O O O O O O B-inform#age I-inform#age O O B-inform#age I-inform#age O
áo dài còn sz cho bé 3 t 18kg k b,ask_availability#size,B-inform#object_type I-inform#object_type O O O O B-inform#age I-inform#age B-inform#weight O O
"mình muốn lấy cho bé 28kg,1m2 shop còn size ko ạ",ask_availability#size,O O O O O B-inform#height O O O O O
"cho mình hỏi [chân váy]{""entity"": ""inform#object_type"", ""value"": ""chan_vay""} này còn size 9 ko ạ",ask_availability#size,O O O O O O O O B-inform#mention O O O O O
mẫu dưới đây còn size cho bạn 26kg cao 1m25 k shop,ask_availability#size,O O O O O O O B-inform#weight O B-inform#height O O
shop ơi bé nhà chị 9 tuổi 38kg có còn sz bộ mặc ơ nhà ko,ask_availability#size,O O O O O B-inform#age I-inform#age B-inform#weight O O O O O O O O
ko biết còn khảu trang sz s cho bé ko ạ,ask_availability#size,O O O B-inform#object_type I-inform#object_type O O O O O O
mẫu này còn size 15 kg ko shop,ask_availability#size,B-inform#mention I-inform#mention O O B-inform#weight I-inform#weight O O
2 mẫu này còn sz cho be 12 13kg k shop,ask_availability#size,O B-inform#mention I-inform#mention O O O O O B-inform#weight O O
cho mình hỏi shop còn bộ này sz 6 tuổi và 8 tuổi k,ask_availability#size,O O O O O B-inform#object_type B-inform#mention O B-inform#age I-inform#age O B-inform#age I-inform#age O
"chào bạn, cho mìn hỏi áo này còn size cho bé 4 tuổi 16.5kg k vậy",ask_availability#size,O O O O O B-inform#object_type B-inform#mention O O O O B-inform#age I-inform#age B-inform#weight O O
"bạn ơi [áo len]{""entity"": ""inform#object_type"", ""value"": ""ao_len""} này còn size cho bạn 3-4 tuổi 15kg ko",ask_availability#size,O O O O O O O B-inform#mention O O O O B-inform#age I-inform#age B-inform#weight O
áo dài mẫu này còn sz cho bé 13kg ko ạ,ask_availability#size,B-inform#object_type I-inform#object_type B-inform#mention I-inform#mention O O O O B-inform#weight O O
cái này còn size 7t chứ,ask_availability#size,B-inform#mention I-inform#mention O O B-inform#age O
còn size cho bé 3t và 7t o,ask_availability#size,O O O O B-inform#age O B-inform#age O
ad ơi còn size 20kg ko ạ?,ask_availability#size,O O O O B-inform#weight O O
bộ này ở cửa hàng còn k size 3 k ạ,ask_availability#size,B-inform#object_type B-inform#mention O O O O O O O O O
áo dài này còn sz bé 3.5 tuổi 15 kg k bạn,ask_availability#size,B-inform#object_type I-inform#object_type B-inform#mention O O O B-inform#age I-inform#age B-inform#weight I-inform#weight O O
áo này còn sz 22kg ko e,ask_availability#size,O B-inform#mention O O B-inform#weight O O
cho mình hỏi các mẫu này còn sz cho bé 6y / 27kg ok?,ask_availability#size,O O O O B-inform#mention I-inform#mention O O O O B-inform#age O B-inform#weight O
mẫu này còn size 7-8y ko shop,ask_availability#size,B-inform#mention I-inform#mention O O B-inform#age O O
"[bộ]{""entity"": ""inform#object_type"", ""value"": ""bo""} này còn sz 4 tuổi k em ơi",ask_availability#size,O O O O B-inform#mention O O B-inform#age I-inform#age O O O
3 áo này còn sz bé 10kg k sh?,ask_availability#size,O B-inform#object_type B-inform#mention O O O B-inform#weight O O
kiểm tra hộ mình còn size cho bé 4t nặng 17kg - 2 mẫu này còn sai 3 k ?,ask_availability#size,O O O O O O O O B-inform#age O B-inform#weight O O B-inform#mention I-inform#mention O O O O O
bạn ơi bộ này còn size 110 cm ko bạn,ask_availability#size,O O B-inform#object_type B-inform#mention O O B-inform#height I-inform#height O O
e ơi áo này còn sz 3 tuổi k?,ask_availability#size,O O B-inform#object_type B-inform#mention O O B-inform#age I-inform#age O
còn size bé 4 tuổi ko e,ask_availability#size,O O O B-inform#age I-inform#age O O
bên mình còn váy này size 1 tuổi ko ạ,ask_availability#size,O O O B-inform#object_type B-inform#mention O B-inform#age I-inform#age O O
quan nay con sz 7tuoi k,ask_availability#size,B-inform#object_type O O O B-inform#age O
"[áo dài]{""entity"": ""inform#object_type"", ""value"": ""ao""} này còn size cho bạn 22kg cao 1m28 kg shop oi",ask_availability#size,O O O O O B-inform#mention O O O O B-inform#weight O B-inform#height O O O
còn bộ này sz 100 ko shop ơi,ask_availability#size,O B-inform#object_type B-inform#mention O O O O O
bạn cho mình hỏi 2 mẫu này còn size cho bé 18m nặng 10kg dài 78cm ko,ask_availability#size,O O O O O B-inform#mention I-inform#mention O O O O B-inform#age O B-inform#weight O B-inform#height O
còn size cho bé 4 tuổi ko ạ?,ask_availability#size,O O O O B-inform#age I-inform#age O O
shop còn set này size cho bé 2.5 tuổi 13kg ko ạ,ask_availability#size,O O B-inform#object_type B-inform#mention O O O B-inform#age I-inform#age B-inform#weight O O
shop còn mã này sz 1 và 4 tuổi ko,ask_availability#size,O O O B-inform#mention O O O O O O
2 mẫu này còn sz cho bé 18kg,ask_availability#size,O B-inform#mention I-inform#mention O O O O B-inform#weight
shop còn mẫu này size 2 k ạ,ask_availability#size,O O B-inform#mention I-inform#mention O O O O
mẫu này còn size ko ad,ask_availability#size,B-inform#mention I-inform#mention O O O O
còn size 11 tuổi ko b,ask_availability#size,O O B-inform#age I-inform#age O O
mẫu này còn size 11t ko shop?,ask_availability#size,B-inform#mention I-inform#mention O O B-inform#age O O
e ơi cho chị hỏi 2 mẫu này còn size k e?,ask_availability#size,O O O O O O B-inform#mention I-inform#mention O O O O
váy này còn sz cho 31kg ko bạn,ask_availability#size,B-inform#object_type B-inform#mention O O O B-inform#weight O O
bộ này sz 5y con k bạn?,ask_availability#size,B-inform#object_type B-inform#mention O B-inform#age O O O
shop còn bộ này sz cho bạn 42kg cao 1.34m ko ạ,ask_availability#size,O O B-inform#mention I-inform#mention O O O B-inform#weight O B-inform#height O O
áo này còn size 8y ko ạ,ask_availability#size,B-inform#object_type B-inform#mention O O B-inform#age O O
váy này size 24m còn k,ask_availability#size,B-inform#object_type B-inform#mention O B-inform#age O O
cho mình hỏi còn size 9 k bánh,ask_availability#size,O O O O O O O O
"[giầy]{""entity"": ""inform#object_type"", ""value"": ""giay""} này shop còn sz cho bé chân 19cm k shop",ask_availability#size,O O O O B-inform#mention O O O O O O O O O
quan nay con sz cho bé 28kg k shop,ask_availability#size,B-inform#object_type O O O O O B-inform#weight O O
còn sz k a,ask_availability#size,O O O O
còn size cho bé 5 tuổi ko vậy,ask_availability#size,O O O O B-inform#age I-inform#age O O
shop còn áo dài bé gái này size 1y ko ạ,ask_availability#size,O O B-inform#object_type I-inform#object_type B-inform#gender I-inform#gender B-inform#mention O B-inform#age O O
shop ơi mih còn áo này size 3t ko ạ,ask_availability#size,O O O O B-inform#object_type B-inform#mention O B-inform#age O O
set này còn size 7 ko em,ask_availability#size,B-inform#object_type B-inform#mention O O O O O
bạn còn khẩu trang vải sz cho ng lớn ko ạ ?,ask_availability#size,O O B-inform#object_type I-inform#object_type O O O O O O O O
mẫu này còn size bé 4 tuổi 17kg ko shop,ask_availability#size,B-inform#mention I-inform#mention O O O B-inform#age I-inform#age B-inform#weight O O
"shop còn [chân váy bò]{""entity"": ""inform#object_type"", ""value"": ""chan_vay""} này size 5 k ah?",ask_availability#size,O O O O O O O O B-inform#mention O O O O
set này còn size của bé 4t 18kg ko b??,ask_availability#size,B-inform#object_type B-inform#mention O O O O B-inform#age B-inform#weight O O
còn size ko ad,ask_availability#size,O O O O
bộ halloween cánh rơi đỏ còn size 3 k shop,ask_availability#size,B-inform#object_type O O O O O O O O O
set này còn size bé 4.5 tuổi ko bạn,ask_availability#size,B-inform#object_type B-inform#mention O O O B-inform#age I-inform#age O O
set nay còn sz cho be 5y 16kg ko a,ask_availability#size,B-inform#object_type O O O O O B-inform#age B-inform#weight O O
"shop ơi còn [bộ]{""entity"": ""inform#object_type"", ""value"": ""bo""} này sz 140 ko??",ask_availability#size,O O O O O O O B-inform#mention O O O
mấy mẫu này sh còn size cho bé 8t 35 kg ko ạ?,ask_availability#size,O B-inform#mention I-inform#mention O O O O O B-inform#age B-inform#weight I-inform#weight O O
còn size cho bé 7 tuổi 26kg k?,ask_availability#size,O O O O B-inform#age I-inform#age B-inform#weight O
"[quần]{""entity"": ""inform#object_type"", ""value"": ""quan""} này còn size cho be hai tuổi ko ak",ask_availability#size,O O O O O O O O O B-inform#age I-inform#age O O
"cho mình hỏi còn áo trắng đồng phục cộc tay size 9,10 ko ạ",ask_availability#size,O O O O B-inform#object_type B-inform#color O O O O O O O O
còn size 6 tuổi ko shop,ask_availability#size,O O B-inform#age I-inform#age O O
còn size cho be gái cao 100,ask_availability#size,O O O B-inform#gender I-inform#gender O O
quần này còn size 5 ko ạ???,ask_availability#size,B-inform#object_type B-inform#mention O O O O O
2 mẫu này còn size 12t k bạn,ask_availability#size,O B-inform#mention I-inform#mention O O B-inform#age O O
